Реестровый номер,Фамилия,Имя,Отчество,Присвоение статуса Реквизиты решения о присвоении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении сведений об адвокате в реестр,Приостановление статуса Реквизиты решения совета адвокатской палаты о приостоновлении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о приостоновлении статуса адвоката,Возобновление статуса Реквизиты решения совета адвокатской палаты о возобновлении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о возобновлении,Прекращение статуса Реквизиты решения совета адвокатской палаты о прекращении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о прекращении статуса,Исключение сведений об адвокате из реестра Реквизиты уведомления совета адвокатской палаты,Реквизиты распоряжения территориального органа Минюста России об исключении сведений об адвокате,Внесение изменений Содержание изменений,Реквизиты распоряжения территориального органа Минюста России о внесении в реестр изменений,Column,Column2,Column3
77/8637,Арунов,Андрей,Андреевич, № от 25.05.2007,№100-а от 06.06.2007,,,,,,,,,,,,"АБ ""Жидков и Жарова""",
77/8638,Володина,Мария,Вадимовна, № от 25.05.2007,№100-а от 06.06.2007, №10 от 22.10.2009, №324-а от 05.11.2009,,,,,,,,,приост.ст.,"КА г.М ""Логика""",
77/8639,Воронин,Александр,Владимирович, № от 25.05.2007,№100-а от 06.06.2007,,,,,,,,,,,,МГКА,
77/8640,Горохова,Эльмира,Шамилевна, № от 25.05.2007,№100-а от 06.06.2007,,,,,,,,,,,,"АБ г.М ""Чернецкий,Горохова и парт.""",
77/8641,Федоров,Денис,Владимирович, № от 25.05.2007,№100-а от 06.06.2007,,,,,,,,,,,,"МКА ""Гриднев и партнеры""",
77/8642,Фомина,Ирина,Валентиновна, № от 25.05.2007,№100-а от 06.06.2007,,,,,,,,,,,,"МГКА ""Виндикция""",приост.ст.
77/8643,Алексеев,Сергей,Анатольевич, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,Межтеррит.КА,
77/8644,Артыкова,Зульфия,Бегимкулиевна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,кабинет,
77/8645,Гольцов,Андрей,Тамазович, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,"МКА ""Адв.парт-во""",
77/8646,Дорофеева,Екатерина,Анатольевна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,Кеворкова,№111-а от 13.06.2007 ,,"КА ""Адвокат""",
77/8647,Зоркольцев,Роман,Дмитриевич, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,кабинет,
77/8648,Кривошеева,Ирина,Сергеевна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,Межрег.КА,
77/8649,Лукьянченко,Николай,Алексеевич, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,МГКА,
77/8650,Мартюшева,Ольга,Александровна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,Годинчук,№43-а от 11.02.2009,,"КА г.М ""Барщевский и партнеры""",
77/8651,Платонов,Максим,Павлович, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,"КА ""Муранов, Черняков и партнеры""",
77/8652,Полюцкая,Елена,Владимировна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,кабинет,
77/8653,Тамашов,Александр,Витальевич, № от 18.05.2007,№99-а от 06.06.2007,,,,, №1 от 01.02.2010, №22-а от 11.02.2010,,,,,прекращён ст.,"МКА ""Клишин и парт.""",
77/8654,Торчигин,Дмитрий,Сергеевич, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,Западная КА г.М,
77/8655,Хорошилов,Сергей,Сергеевич, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,"МКА ""Присяжный поверенный""",
77/8656,Цветкова,Ирина,Александровна, № от 18.05.2007,№99-а от 06.06.2007,,,,,,,,,,,,кабинет,
77/8657,Андреянов,Константин,Валентинович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,МГКА,
77/8658,Бардашева,Елена,Георгиевна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,№5 от 21.05.2008 ,№110-а от 02.06.2008,,,искл. из реестра,"АБ ""ВИЗА""",
77/8659,Бецукова,Лариса,Марксовна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,№6 от 21.06.2007 ,№119-а от 09.07.2007 ,,,искл.из реестра,,
77/8660,Данишевский,Андрей,Викторович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,"КА ""1-я КА""",
77/8661,Дзодзаева,Диана,Заурбековна, №5 от 24.05.2007,№108-а от 07.06.2007, №7 от 19.07.2010, №185-а от 27.07.2010,№9 от 04.09.2012,№4795 от 18.09.2012,,,,,Поливанова, №91-а от 25.03.2009,приост.ст.,МГКА,
77/8662,Зуев,Олег,Михайлович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,МЮЦ,приост.ст.
77/8663,Иванов,Александр,Владимирович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,"МКА ""Иванов. Варнова и партнеры""",
77/8664,Калядина,Людмила,Васильевна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,"КАМ ""ЮрПрофи""",
77/8665,Карнаухова,Олеся,Сергеевна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,"АБ ""Нахимова и партнеры""",
77/8666,Королев,Дмитрий,Леонидович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,МГКА,
77/8667,Мусабекова,Самира,Халиддиновна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,МЮЦ,
77/8668,Мухадиева,Ирина,Беталовна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,Полякова,№277-а от 18.10.2010 ,,"МКА ""ИнтерполКриминалЦентр""",
77/8669,Мухамадеев,Камиль,Васильевич, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,№1654 от 15.08.2007 ,№158-а от 30.08.2007 ,,,искл.из реестра,Мос.межрайон. КА,кабинет
77/8670,Пластун,Сергей,Алексеевич, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,МГКА,
77/8671,Соколов,Андрей,Владимирович, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,кабинет,
77/8672,Танкарян,Раиса,Иоргеновна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,кабинет,приост.ст.
77/8673,Тиссен,Ольга,Александровна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,"АБ ""Ависта""","КА г.М ""Краснохолмская"""
77/8674,Шалаева,Елена,Викторовна, №5 от 24.05.2007,№108-а от 07.06.2007,,,,,,,,,,,,кабинет,"КА ""Безруков, Доронин и парт."""
77/8675,Андрианов,Дмитрий,Сергеевич, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,МГКА,"МКА ""Ноздря, Мишонов и парт."""
77/8676,Архипов,Евгений,Сергеевич, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,кабинет,"МКА""Липцер,Ставицкая и парт."""
77/8677,Гурковская,Ирина,Валиджановна, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,№1771 от 18.06.2010 ,№159-а от 25.06.2010 ,,,искл.из реестра,МРКА,
77/8678,Забавина,Елена,Аркадьевна, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,Межтеррит.КА,
77/8679,Исакова,Ирина,Ивановна, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,"КА ""1-я МКА""",
77/8680,Керецман,Ольга,Владимировна, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,МРКА,
77/8681,Критский,Андрей,Юрьевич, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,кабинет,
77/8682,Панекин,Никита,Александрович, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,"КА г.М ""БизнесИнюрколлегия""",
77/8683,Патук,Олег,Леонидович, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,"КА г.М ""БизнесИнюрколлегия""",
77/8684,Толстов,Георгий,Васильевич, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,кабинет,
77/8685,Храпцов,Василий,Николаевич, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,№9 от 25.09.2007 ,№176-а от 08.10.2007 ,,,искл.из реестра,,
77/8686,Чабанов,Альберт,Александрович, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,"МКА ""Лига защиты""",
77/8687,Чекалина,Мария,Александровна, № от 08.06.2007,№117-а от 26.06.2007,,,,,,,,,,,,МЮЦ,
77/8688,Ласковая,Мария,Львовна, №6 от 21.06.2007,№121-а от 09.07.2007,,,,,№8 от 17.02.2011,№50-а от 11.03.2011,,,,,,"МКА ""Легис Групп""",
77/8689,Калинина,Екатерина,Михайловна, №6 от 21.06.2007,№121-а от 09.07.2007,,,,,,,,,,,,"КА ""Юр.центр""","МКА ""ЭксЛеге"""
77/8690,Туров,Вадим,Викторович, №6 от 21.06.2007,№121-а от 09.07.2007,,,,,,,,,,,,ГКА,
77/8691,Перевалова,Ольга,Борисовна, №6 от 21.06.2007,№121-а от 09.07.2007,,,,,,,,,,,,"КА ""Лоу энд райтс""",
77/8692,Солодовников,Павел,Вячеславович, №6 от 21.06.2007,№121-а от 09.07.2007,,,,,,,,,,,,кабинет,
