№ строки	Наименование перевозчика	Дата	Станция	Тип билета	Количество билетов
9632	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕВЕРЯНИН	Абонемент	18.0
9633	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Разовый	391.0
9634	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТАЙНИНСКАЯ	Абонемент	25.0
9635	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВОРЕЦКАЯ	Абонемент	2.0
9636	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВОРЕЦКАЯ	Разовый	241.0
9637	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОТДЫХ	Разовый	1216.0
9638	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОТДЫХ	Абонемент	52.0
9639	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЦЕМГИГАНТ	Разовый	177.0
9640	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАУСТОВО	Абонемент	4.0
9641	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАУСТОВО	Разовый	170.0
9642	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕЛООЗЕРСКАЯ	Абонемент	12.0
9643	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛЮБЕРЦЫ 1	Разовый	2325.0
9644	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕТУНЬ	Абонемент	21.0
9645	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТИМИРЯЗЕВСКАЯ	Абонемент	58.0
9646	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОКРУЖНАЯ	Разовый	318.0
9647	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТУРИСТ	Разовый	264.0
9648	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИКША	Разовый	272.0
9649	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИКША	Абонемент	2.0
9650	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДМИТРОВ	Разовый	1318.0
9651	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПУШКИНО	Абонемент	180.0
9652	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЦИОЛКОВСКАЯ	Разовый	89.0
9653	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛЕНИНГРАДСКАЯ	Разовый	945.0
9654	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТУШИНО	Разовый	1800.0
9655	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АПРЕЛЕВКА	Абонемент	13.0
9656	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НАРА	Разовый	1467.0
9657	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КОКОШКИНО	Разовый	317.0
9658	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОЧАКОВО 1	Абонемент	6.0
9659	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БИРЮЛЕВО ТОВ	Абонемент	19.0
9660	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РАСТОРГУЕВО	Абонемент	16.0
9661	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЧЕРТАНОВО	Разовый	67.0
9662	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЗЛЕТНАЯ	Абонемент	3.0
9663	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОЖЕРЕЛЬЕ	Абонемент	2.0
9664	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТЕСНА	Разовый	49.0
9665	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗИЛ	Разовый	88.0
9666	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИВАНТЕЕВКА 2	Абонемент	45.0
9667	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТАРАСОВСКАЯ	Абонемент	4.0
9668	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОП 43 КМ	Разовый	56.0
9669	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОВРАЖКИ	Разовый	51.0
9670	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРИВАНДИНО	Разовый	38.0
9671	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХРИПАНЬ	Разовый	41.0
9672	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДЕГУНИНО	Разовый	515.0
9673	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДОЛГОПРУДНАЯ	Разовый	823.0
9674	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХОЛЩЕВИКИ	Разовый	164.0
9675	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТРУДОВАЯ	Разовый	202.0
9676	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕГОВАЯ	Разовый	2205.0
9677	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НЕМЧИНОВКА	Абонемент	3.0
9678	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОТРАДНОЕ	Абонемент	13.0
9679	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЫХИНО	Абонемент	134.0
9680	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЛ 47 КМ	Разовый	339.0
9681	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СОРТИРОВОЧНАЯ	Разовый	286.0
9682	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРАТОВО	Разовый	297.0
9683	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЛЮЩЕВО	Абонемент	1.0
9684	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕНЕВ	Разовый	13.0
9685	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЫГОНИЧИ	Разовый	6.0
9686	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	УНЕЧА	Разовый	92.0
9687	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОРДЖОНИКИДЗЕГРАД	Абонемент	7.0
9688	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МАРМЫЖИ	Разовый	13.0
9689	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХОТЫНЕЦ	Разовый	49.0
9690	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛИВНЫ-1	Разовый	5.0
9691	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СУХОДРЕВ	Разовый	103.0
9692	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕСЕННЯЯ	Абонемент	9.0
9693	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТЕСТОВСКАЯ	Разовый	87.0
9694	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БОРОДИНО	Разовый	27.0
9695	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РЯЗАНЬ	Абонемент	1.0
9696	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КАЛУГА 2	Разовый	82.0
9697	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВОРОТЫНСК	Абонемент	1.0
9698	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БАБЫНИНО	Разовый	29.0
9699	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХОВРИНО	Разовый	535.0
9700	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА ОКТ	Абонемент	140.0
9701	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Разовый	1188.0
9702	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НОВОПОДРЕЗКОВО	Абонемент	8.0
9703	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЧУПРИЯНОВКА	Разовый	42.0
9704	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРЮКОВО	Разовый	1274.0
9705	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АЛАБУШЕВО	Разовый	59.0
9706	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АЛАБУШЕВО	Абонемент	2.0
9707	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕЛИЖАРОВО	Разовый	8.0
9708	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КУВШИНОВО	Разовый	2.0
9709	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТОРОПЕЦ	Разовый	11.0
9710	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СПИРОВО	Абонемент	1.0
9711	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	П-РАЗУМОВСКАЯ	Разовый	1222.0
9712	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РЕДКИНО	Абонемент	3.0
9713	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОСТАНКИНО	Абонемент	1.0
9714	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТВЕРЬ	Абонемент	4.0
9715	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОВАРОВО 1	Абонемент	6.0
9716	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КАРАЧАРОВО	Разовый	163.0
9717	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЭЛЕКТРОУГЛИ	Абонемент	9.0
9718	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КОРЕНЕВО	Абонемент	6.0
9719	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАБРИЧНАЯ	Разовый	1271.0
9720	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВОСКРЕСЕНСК	Разовый	152.0
9721	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БАЛАШИХА	Разовый	153.0
9722	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НОГИНСК	Разовый	394.0
9723	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РЖЕВСКАЯ	Абонемент	1.0
9724	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВОРЕЧЬЕ	Разовый	317.0
9725	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА ТОВ КУР	Абонемент	1.0
9726	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЭЛЕКТРОГОРСК	Абонемент	4.0
9727	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	УСАД	Разовый	87.0
9728	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СОФРИНО	Разовый	508.0
9729	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АЛЕКСАНДРОВ 1	Разовый	601.0
9730	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТАЙНИНСКАЯ	Разовый	509.0
9731	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПРАВДА	Абонемент	14.0
9732	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Разовый	1284.0
9733	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Абонемент	13.0
9734	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕШНЯКИ	Разовый	450.0
9735	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РОДНИКИ	Разовый	153.0
9736	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ГРИГОРОВО	Разовый	49.0
9737	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ШАТУРА	Разовый	207.0
9738	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕЛООЗЕРСКАЯ	Разовый	491.0
9739	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НОВАЯ	Разовый	1119.0
9740	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВИНОГРАДОВО	Разовый	325.0
9741	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА БЕЛ	Абонемент	41.0
9742	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДОМОДЕДОВО	Разовый	1447.0
9743	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА ЯРОСЛАВ	Абонемент	297.0
9744	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТУРИСТ	Абонемент	2.0
9745	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДУБНА	Разовый	60.0
9746	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗАПРУДНАЯ	Разовый	106.0
9747	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕСКУДНИКОВО	Абонемент	20.0
9748	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДМИТРОВСКАЯ	Абонемент	14.0
9749	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛЕСНОЙ ГОРОДОК	Абонемент	5.0
9750	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕЛЯТИНО	Разовый	278.0
9751	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕЛЯТИНО	Абонемент	10.0
9752	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕРЕДЕЛКИНО	Разовый	500.0
9753	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕРЕДЕЛКИНО	Абонемент	52.0
9754	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТОЛСТОПАЛЬЦЕВО	Разовый	177.0
9755	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕЛЬЯМИНОВО	Разовый	79.0
9756	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕЛЬЯМИНОВО	Абонемент	2.0
9757	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛЕНИНСКАЯ	Разовый	110.0
9758	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НИЖНИЕ КОТЛЫ	Абонемент	27.0
9759	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛОСИНООСТРОВСК	Разовый	2133.0
9760	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛОСИНООСТРОВСК	Абонемент	56.0
9761	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БОЛШЕВО	Абонемент	96.0
9762	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИВАНТЕЕВКА	Разовый	362.0
9763	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БУЖАНИНОВО	Разовый	60.0
9764	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СТРОИТЕЛЬ	Абонемент	14.0
9765	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЛ 88 КМ	Абонемент	34.0
9766	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЯЛКИ	Разовый	70.0
9767	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ГЖЕЛЬ	Разовый	189.0
9768	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ОП 55 КМ	Разовый	34.0
9769	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИГНАТЬЕВО	Разовый	71.0
9770	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА САВ	Разовый	5000.0
9771	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РУМЯНЦЕВО	Абонемент	2.0
9772	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПАВШИНО	Абонемент	57.0
9773	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТРЕХГОРКА	Разовый	317.0
9774	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДОРОХОВО	Абонемент	4.0
9775	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДОРОХОВО	Разовый	215.0
9776	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗДРАВНИЦА	Абонемент	1.0
9777	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕГОВАЯ	Абонемент	50.0
9778	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРИВОЛУЧЬЕ	Разовый	60.0
9779	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КИМОВСК	Разовый	8.0
9780	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРАСНОЕ	Разовый	6.0
9781	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ГЛИНКА	Разовый	24.0
9782	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЕЛЬНЯ	Разовый	28.0
9783	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СУЗЕМКА	Разовый	56.0
9784	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТУЛА 1 КУР	Разовый	437.0
9785	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВЕРХОВЬЕ	Разовый	20.0
9786	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЩЕКИНО	Разовый	32.0
9787	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЖДАНКА	Разовый	11.0
9788	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АЛЕКСИН	Разовый	4.0
9789	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХОРОШЕВО	Разовый	53.0
9790	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МУРАТОВКА	Разовый	76.0
9791	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СУХОДРЕВ	Абонемент	1.0
9792	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛАГЕРНЫЙ	Разовый	30.0
9793	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СКОПИН	Разовый	11.0
9794	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАЯНСОВАЯ	Разовый	46.0
9795	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МИХАЙЛОВ	Разовый	48.0
9796	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФЕРЗИКОВО	Разовый	23.0
9797	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ХИМКИ	Абонемент	45.0
9798	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОКРОВКА	Разовый	44.0
9799	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МАКСАТИХА	Разовый	15.0
9800	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СТАРАЯ ТОРОПА	Разовый	31.0
9801	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РЖЕВ- БАЛТИЙСКИЙ	Разовый	184.0
9802	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РИЖСКАЯ	Разовый	102.0
9803	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕНО	Разовый	6.0
9804	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФРЯЗЕВО	Разовый	1296.0
9805	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЧУХЛИНКА	Абонемент	25.0
9806	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КУЧИНО	Абонемент	18.0
9807	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОДОЛЬСК	Разовый	1966.0
9808	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАБРИЧНАЯ	Абонемент	65.0
9809	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗАРЯ	Разовый	496.0
9810	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЧЕРУСТИ	Разовый	53.0
9811	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВОСКРЕСЕНСК	Абонемент	2.0
9812	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	РЕУТОВО	Разовый	1661.0
9813	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	САЛТЫКОВСКАЯ	Разовый	304.0
9814	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕРОВО	Разовый	998.0
9815	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ДРЕЗНА	Абонемент	3.0
9816	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЩЕРБИНКА	Абонемент	18.0
9817	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛЮБЛИНО Д	Абонемент	5.0
9818	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОКРОВ	Разовый	82.0
9819	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НИКОЛЬСКОЕ	Абонемент	8.0
9820	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СТРУНИНО	Абонемент	12.0
9821	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Абонемент	81.0
9822	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ГРИГОРОВО	Абонемент	1.0
9823	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФРЕЗЕР	Разовый	113.0
9824	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ШАТУРА	Абонемент	2.0
9825	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КУБИНКА 1	Разовый	767.0
9826	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА БЕЛ	Разовый	4634.0
9827	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МИХНЕВО	Разовый	401.0
9828	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КАШИРА	Разовый	299.0
9829	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БИРЮЛЕВО ПАСС	Разовый	810.0
9830	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БЕСКУДНИКОВО	Разовый	621.0
9831	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛУГОВАЯ	Абонемент	6.0
9832	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОРОЗКИ	Разовый	141.0
9833	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОДЛИПКИ ДАЧН	Абонемент	94.0
9834	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МЫТИЩИ	Абонемент	172.0
9835	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СЕМХОЗ	Разовый	78.0
9836	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КАЛИСТОВО	Разовый	78.0
9837	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛОСЬ	Разовый	1419.0
9838	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НАХАБИНО	Разовый	928.0
9839	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КРАСНЫЙ БАЛТИЕЦ	Разовый	333.0
9840	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТУШИНО	Абонемент	48.0
9841	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	НОВОИЕРУСАЛИМСКАЯ	Разовый	242.0
9842	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОКРОВСКО СТРЕШ	Разовый	223.0
9843	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВОЛОКОЛАМСК	Разовый	165.0
9844	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА КИЕВ	Абонемент	83.0
9845	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПОБЕДА	Разовый	60.0
9846	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ВНУКОВО	Абонемент	6.0
9847	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОСКВА Т ПАВЕЛ	Разовый	74.0
9848	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БИРЮЛЕВО ПАСС	Абонемент	46.0
9849	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	АКРИ	Абонемент	2.0
9850	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	БАРЫБИНО	Разовый	385.0
9851	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЖИЛЕВО	Разовый	79.0
9852	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПРИВАЛОВО	Разовый	19.0
9853	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МАЛЕНКОВСКАЯ	Абонемент	3.0
9854	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ИВАНТЕЕВКА 2	Разовый	626.0
9855	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ФАБРИКА 1 МАЯ	Разовый	304.0
9856	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	СОКОЛОВСКАЯ	Абонемент	2.0
9857	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	МОНИНО	Разовый	906.0
9858	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЩЕЛКОВО	Разовый	521.0
9859	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ТОМИЛИНО	Абонемент	63.0
9860	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ШАТУРТОРФ	Разовый	34.0
9861	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ПЛ 49 КМ	Абонемент	1.0
9862	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЗАГОРНОВО	Абонемент	5.0
9863	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ШЕВЛЯГИНО	Разовый	17.0
9864	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЕГОРЬЕВСК 2	Разовый	44.0
9865	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	ЛИАНОЗОВО	Разовый	769.0
9866	ОАО "ЦППК"	2013-01-12T00:00:00.000+03:00	КУНЦЕВО 1	Абонемент	20.0
