№ строки	Название объекта	Адрес	Округ	Район	Общая площадь__кв.м	Привязан к стационарному объекту	Наименование хозяйствующего субъекта
1452	Сезонное кафе	ул. Менжинского 30 с. 1	СВАО	Бабушкинский	40.0	КАФЕ "ИЗБУШКА"	ГРИС
1453	Сезонное кафе	ул. Лётчика Бабушкина 28 с. 1	СВАО	Лосиноостровский	231.70000000000002	КИЦ МЕДИНВЕК	Коммерческий инженерный Мединвек
1454	Сезонное кафе	Алтуфьевское шоссе 38	СВАО	Отрадное	60.0	КАФЕ РАНИТА	РАНИТА
1455	Сезонное кафе	ул. Бестужевых 11А	СВАО	Отрадное	50.0	КАФЕ ОТРАДНЫЙ ДВОРИК	Бримэкс
1456	Сезонное кафе	Ярославское шоссе 111	СВАО	Ярославский	30.0	ПИВОВАР-М	ПИВОВАР-М
1457	Сезонное кафе	пр. Дежнёва 13	СВАО	Южное Медведково	125.0	Ресторатор	РЕСТОРАТОР
1458	Сезонное кафе	пр. Дежнёва 13	СВАО	Южное Медведково	63.0	РЕСТОРАН "ГЛАВКУРОРТ"	БОНТАЙМ ГРУПП
1459	Сезонное кафе	Енисейская ул. 26А	СВАО	Бабушкинский	40.0	КАФЕ "ОКИ-ДОКИ"	ЛЕГИОН
1460	Сезонное кафе	Полярная ул. 1	СВАО	Южное Медведково	80.0	РЕСТОРАН "БИРОДРОМ"	ЛЕГЕРО-М
1461	Сезонное кафе	Ангарская ул. 1 к. 2	САО	Западное Дегунино	40.0	ООО "Мари-МР"	МАРИ-МР
1462	Сезонное кафе	Изумрудная ул. 22	СВАО	Лосиноостровский	73.60000000000001	ЛЮТА	ФИРМА "ЛЮТА"
1463	Сезонное кафе	ул. Лётчика Бабушкина 33	СВАО	Бабушкинский	40.0	КАФЕ "Бабушкин погребок"	ЭЙИБОВ С. Н.
1464	Сезонное кафе	Ясный пр. 7	СВАО	Южное Медведково	70.0	ИЗБА	ИЗБА
1465	Сезонное кафе	Анадырский пр. 47 к. 1	СВАО	Лосиноостровский	100.0	"Анадырь"	АНАДЫРЬ
1466	Сезонное кафе	МКАД, 73-й км 7	СЗАО	Куркино	429.1	ЯКИТОРИЯ	БИЗНЕС - СЕРВИС
1467	Сезонное кафе	Прибрежный пр. 5	САО	Левобережный	94.0	ПЛЯЖ	ЮНИКС
1468	Сезонное кафе	Ленинградское шоссе 71Б с. 2	САО	Левобережный	85.0	Il Patio, Планета суши	РОСИНТЕР РЕСТОРАНС
1469	Сезонное кафе	Осташковский пр. 8	СВАО	Лосиноостровский	350.0	МедИнвест	МедИнвест
1470	Сезонное кафе	Дубнинская ул. 30	САО	Восточное Дегунино	1.0	ЭЛИТ ГРУПП	ЭЛИТ ГРУПП
1471	Сезонное кафе	Коровинское шоссе 23 к. 1	САО	Западное Дегунино	20.0	ООО "Огава"	Огава
1472	Сезонное кафе	Инженерная ул. 5	СВАО	Алтуфьевский	170.0	ВИВА-Т	ВИВА-Т
1473	Сезонное кафе	ул. Плещеева 4 к. 1	СВАО	Бибирево	80.0	ГРАНД	СИГМА
1474	Сезонное кафе	Правобережная ул. 2Б с. 1	САО	Левобережный	40.0	АШАН-СИТИ	АШАН
1475	Сезонное кафе	ул. Софьи Ковалевской 1	САО	Дмитровский	528.0	Нет Нейм	ЕВРОИДЕАЛ ГАРАНТ
1476	Сезонное кафе	ул. Свободы 48	СЗАО	Южное Тушино	65.0	ТАНУКИ	ГРАНИТ
1477	Сезонное кафе	Химкинский бульв. 19 к. 3	СЗАО	Южное Тушино	75.0	МИР ШАШЛЫКОВ	Фолдерс
1478	Сезонное кафе	Митинская ул. 41	СЗАО	Митино	1.0	РЕСТОРАН "ТЕМПЛ БАР"	Вельвет
1479	Сезонное кафе	Пятницкое шоссе 29 к. 1	СЗАО	Митино	1.0	РЕСТОРАН "КИНГ"	Фирма ЛВ И Ко
1480	Сезонное кафе	Дмитровское шоссе 58	САО	Бескудниковский	299.0	НАДЕЖДА	Надежда
1481	Сезонное кафе	бульв. Яна Райниса 4 к. 1	СЗАО	Северное Тушино	21.0	ЛУННЫЙ СВЕТ	РИАЛА
1482	Сезонное кафе	бульв. Яна Райниса 4 к. 1	СЗАО	Северное Тушино	12.0	АВИАТОР	ПИЛОТ
1483	Сезонное кафе	Флотская ул. 3	САО	Левобережный	100.0	ЖИВАЯ ВОДА	ПАРАМЕТР
1484	Сезонное кафе	Ленинградское шоссе 51	САО	Левобережный	82.0	АЛЫЕ ПАРУСА"	КОМЭК
1485	Сезонное кафе	Снежная ул. 18	СВАО	Свиблово	20.0	НПСРК"Электротеатр"	НПСРК"Электротеатр"
1486	Сезонное кафе	Митинская ул. 50	СЗАО	Митино	1.0	РЕСТОРАН "ТАНУКИ"	БАСТИОН
1487	Сезонное кафе	Ленинградское шоссе 51	САО	Левобережный	90.0	АЛЫЕ ПАРУСА	ПАССАЖИРСКИЙ ПОРТ
1488	Сезонное кафе	Химкинский бульв. 14 к. 1	СЗАО	Северное Тушино	12.0	АМАРИНО	Монолит
1489	Сезонное кафе	Ангелов пер. 1 к. 1	СЗАО	Митино	1.0	Ресторан "Русская Пивная Мануфактура"	Русские ресторанные технологии
1490	Сезонное кафе	Ангелов пер. 3	СЗАО	Митино	1.0	БАР. В БИЛЬЯРДНОМ КЛУБЕ	Т-риЛ-ь
1491	Сезонное кафе	Ангелов пер. 1 к. 1	СЗАО	Митино	1.0	Кафе "Мантра"	Русские ресторанные технологии
1492	Сезонное кафе	Митинская ул. 51	СЗАО	Митино	1.0	СИТИ СТОР	ЭНКА ТЦ
1493	Сезонное кафе	Ярославское шоссе 10	СВАО	Ярославский	50.0	ДОН ИВАН	ТРИО БИЗНЕС ЦЕНТР
1494	Сезонное кафе	ул. Героев Панфиловцев 41 к. 1	СЗАО	Северное Тушино	9.0	АБРИКОСОВЫЙ МИР	РАЛА
1495	Сезонное кафе	Ангелов пер. 6 к. 2	СЗАО	Митино	1.0	КАФЕ-БАР	АБ Водолей
1496	Сезонное кафе	Фестивальная ул. 4А с. 1	САО	Левобережный	90.0	ПАРУС	ПАРУС
1497	Сезонное кафе	ул. Лавочкина 7А с. 1	САО	Левобережный	40.0	ЮБИЛЕЙ	ЮБИЛЕЙ
1498	Сезонное кафе	Алтуфьевское шоссе 14	СВАО	Отрадное	30.0	ТАНУКИ	Альянс
1499	Сезонное кафе	Неглинная ул. 15 с. 1	ЦАО	Тверской	40.0	Хинкальная	ЛТДК ПЛЮС
1500	Сезонное кафе	Страстной бульв. 4 с. 3	ЦАО	Тверской	30.0	Сабвэй	Сабвэйлэнд
1501	Сезонное кафе	Тверская ул. 18 к. 1	ЦАО	Тверской	40.0	Грабли	Гастрономическая Академия Рожниковского
1502	Сезонное кафе	Садовая-Самотёчная ул. 20 с. 1	ЦАО	Тверской	30.0	ДЕ ВИЛЛЬ	ПОСТМЕДИА-2
1503	Сезонное кафе	Ольховская ул. 23	ЦАО	Красносельский	292.7	Беллиссима	Ольховка-23
1504	Сезонное кафе	Мещанская ул. 9/14 с. 1	ЦАО	Мещанский	105.66	ТАВЕРНА	ТАВЕРНА
1505	Сезонное кафе	ул. Правды 21 с. 1	САО	Беговой	12.0	ПОРТО МАЛЬТЕЗЕ	ПОРТО МАЛЬТЕЗЕ
1506	Сезонное кафе	Воротынская ул. 2	СЗАО	Куркино	644.0	РАЗНЫЕ ЛЮДИ	АБРИЭТА
1507	Сезонное кафе	Олонецкая ул. 21Б	СВАО	Отрадное	60.0	КАФЕ ОЧАГ	НООСФЕРА XXI
1508	Сезонное кафе	Алтуфьевское шоссе 27	СВАО	Отрадное	30.0	ВИНЕГРЕТ КАФЕ	ВИНЕГРЕТ КАФЕ
1509	Сезонное кафе	ул. Ляпидевского 14 с. 1	САО	Ховрино	109.0	ИСТРА	ИСтРА
1510	Сезонное кафе	ул. Героев Панфиловцев 7 к. 1	СЗАО	Северное Тушино	9.0	Уголок	ШИРИН
1511	Сезонное кафе	ул. Лётчика Бабушкина 3	СВАО	Бабушкинский	40.0	КАФЕ "ПАХЛАВА"	ДУЭТ К
1512	Сезонное кафе	Фестивальная ул. 8А	САО	Ховрино	50.0	ДВА ШМЕЛЯ	Два Шмеля
1513	Сезонное кафе	Ленинградское шоссе 106	САО	Левобережный	95.0	ВОЗДУХ	ВОЗДУХ
1514	Сезонное кафе	ул. Вешних Вод 8 к. 2	СВАО	Ярославский	50.0	МАРИНА	СТРОИТЕЛЬНАЯ КОМПАНИЯ "ПЛЮС 449"
1515	Сезонное кафе	Дубнинская ул. 6	САО	Восточное Дегунино	100.0	БАНИ МЕНЕДЖМЕНТ	БАНИ МЕНЕДЖМЕНТ
1516	Сезонное кафе	Ленинградское шоссе 106 с. 1	САО	Левобережный	85.0	УЗБЕЧКА	УЗБЕЧКА
1517	Сезонное кафе	ул. Декабристов 43 с. 1	СВАО	Отрадное	100.0	КАФЕ БАР СКАЛА	ШУМЕНКО Д.В.
1518	Сезонное кафе	Фестивальная ул. 20	САО	Ховрино	400.0	ЛАНКОН ЛЮКС	Ланкон Люкс
1519	Сезонное кафе	Смольная ул. 35 с. 1	САО	Левобережный	40.0	НОРД ПИЛИГРИМ ТЕКСТИЛЬ	ТОРГОВЫЙ ДОМ "НОРД ПИЛИГРИМ ТЕКСТИЛЬ"
1520	Сезонное кафе	ул. Хачатуряна 16	СВАО	Отрадное	30.0	Кофе БИН	НОТА БЕНЕ
1521	Сезонное кафе	ул. Свободы 71 к. 3	СЗАО	Северное Тушино	21.0	ЛЕГЕНДА	БОНУС МАКС
1522	Сезонное кафе	ул. Декабристов 35Г с. 1	СВАО	Отрадное	80.0	КАФЕ АРБУЗ	АРБУЗ
1523	Сезонное кафе	Планерная ул. 12 к. 1	СЗАО	Северное Тушино	21.0	ДОМ ОХОТНИКА	МИНОТАВР
1524	Сезонное кафе	Бескудниковский бульв. 12	САО	Бескудниковский	300.0	А.С.-КЛУБ	А.С.-КЛУБ
1525	Сезонное кафе	Енисейская ул. 12	СВАО	Бабушкинский	30.0	КАФЕ "Восточный уют"	ДОМАШНИЙ УЮТ
1526	Сезонное кафе	Каргопольская ул. 14 к. 1	СВАО	Отрадное	60.0	РЕСТОРАН МАРАКАНД	ЭЛИТА-БРАЙТ
1527	Сезонное кафе	Дмитровское шоссе 80 с. 1	САО	Бескудниковский	4074.0	АМАТУС	АМАТУС
1528	Сезонное кафе	Алтуфьевское шоссе 26Г	СВАО	Отрадное	60.0	КАФЕ ПОПУГАЙ	ЭЛДИС СЕРВИС
1529	Сезонное кафе	ул. Коминтерна 7 к. 2	СВАО	Бабушкинский	50.0	КАФЕ "ФАНТАЗИЯ"	Бурова О.А.
1530	Сезонное кафе	Дмитровское шоссе 89	САО	Западное Дегунино	20.0	ООО "СФЕРА"	Сфера
1531	Сезонное кафе	Планерная ул. 14 к. 2	СЗАО	Северное Тушино	28.0	БЕРЛОГА	ЮМАВЕН
1532	Сезонное кафе	ул. Декабристов 17Г	СВАО	Отрадное	60.0	ГРАНД КАФЕ	ФРЭНЧ
1533	Сезонное кафе	ул. Декабристов 17	СВАО	Отрадное	50.0	Кафе "Шоколадница"	Антошвили Анна Гияввна
1534	Сезонное кафе	Дегунинская ул. 13	САО	Западное Дегунино	20.0	МАРИ МР	МАРИ МР
1535	Сезонное кафе	ул. Декабристов 17	СВАО	Отрадное	115.0	УРЮК	Пирамида
1536	Сезонное кафе	ул. Декабристов 17	СВАО	Отрадное	50.0	КАФЕ СЕМИРАНА	АСИФ
1537	Сезонное кафе	ул. Декабристов 17	СВАО	Отрадное	40.0	КАФЕ "КРУЖКА"	МАТИЗ
1538	Сезонное кафе	Дмитровское шоссе 80А	САО	Бескудниковский	80.0	АкваФорум	Аквафорум
1539	Сезонное кафе	Енисейская ул. 11	СВАО	Бабушкинский	20.0	КОФЕ ХАУС	КОФЕ ХАУС. ЭСПРЕССО И КАПУЧИНО БАР
1540	Сезонное кафе	Ленская ул. 2/21	СВАО	Бабушкинский	110.0	КАФЕ "ХИНКАЛИ"	САРЕНГЕТИ
1541	Сезонное кафе	Петрозаводская ул. 11 к. 1	САО	Ховрино	1834.0	ВКУСНАЯ ЕДА	Вкусная еда
1542	Сезонное кафе	Петрозаводская ул. 11 к. 1	САО	Ховрино	175.0	ЗОЛОТАЯ ЛОЖКА	Золотая ложка
1543	Сезонное кафе	Ярославское шоссе 67	СВАО	Ярославский	30.0	ОРАНЖ	ОРАНЖ
1544	Сезонное кафе	Ярославское шоссе 67	СВАО	Ярославский	30.0	ЕРШ	АКРОПОЛЬ
1545	Сезонное кафе	Петрозаводская ул. 22А с. 1	САО	Ховрино	324.0	ФЛИНТ	ФЛИНТ
1546	Сезонное кафе	ул. Арбат 31	Арбат	Арбат	40.0	Кафе Япоша	ООО Япошка Сити
1547	Сезонное кафе	Алтуфьевское шоссе 89	СВАО	Лианозово	63.0	ПИЦЕРИЯ	Пи Джей пица №1
1548	Сезонное кафе	ул. Соловьиная Роща 9	СЗАО	Куркино	139.9	МУЛИНО	МУЛИНО
1549	Сезонное кафе	Белозерская ул. 17Г	СВАО	Бибирево	30.0	-	АНДРИАНОВ АЛЕКСАНДР АЛЕКСЕЕВИЧ
1550	Сезонное кафе	Алтуфьевское шоссе 84	СВАО	Бибирево	80.0	ВОСТОК	ВОСТОК
1551	Сезонное кафе	ул. Корнейчука 35	СВАО	Бибирево	50.0	МАГРОСА	МАГРОСА
