№ строки	Идентификатор	Кадастровый номер	Адрес	Площадь (кв.м)	Тип собственника	Аренда	Разрешение на использование
794	25408828	77:04:0004008:41	ул ЛЕТНЯЯ    (г Москва, ул Летняя, вл 2, стр 1)	5200.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ИСТОРИКО-КУЛЬТУРНОГО НАЗНАЧЕНИЯ
795	25408882	77:04:0004010:57	ул Судакова    (г. Москва, ул. Судакова, вл. 7, корп. 2)	6450.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
796	25408855	77:04:0004019:69	ул Маршала Голованова    (г Москва, ул Маршала Голованова, вл 3, стр 1)	9485.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДОШКОЛЬНОГО УЧРЕЖДЕНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
797	25405410	77:01:0002002:18	пер Мароновский    (г Москва, пер Мароновский, вл 15, стр 1)	6437.0	Субъект РФ - город Москва	Нет	эксплуатации здания в учебно-воспитательных целях
798	25408867	77:04:0004010:21	пр-кт 40 лет Октября    (г Москва, пр-кт 40 лет Октября, вл 23)	8803.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
799	25410289	77:06:0009004:64	пр-кт Новоясеневский    (г Москва, пр-кт Новоясеневский, вл 30, корпус 3)	8760.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса учебного комбината без права изменения функционального значения
800	25410259	77:06:0005001:26	ул Нагорная    (г Москва, ул Нагорная, вл 32, корпус 3)	13976.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса школы без права изменения функционального назначения
801	25408893	77:04:0004001:38	ул 1-я Текстильщиков    (г Москва, ул 1-я Текстильщиков, вл 5/8)	8001.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
802	25477486	77:05:0003005:195	б-р Симферопольский    (г Москва, б-р Симферопольский, вл 29, корпус 4)	8361.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
803	25477419	77:05:0005009:122	ул Ереванская    (г Москва, ул Ереванская, вл 23, стр 1,2)	4151.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ, СТРОЕНИЙ И СООРУЖЕНИЙ ПОЛИКЛИНИКИ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
804	25476767	77:01:0006023:215	ул Воронцовская    (г Москва, ул Воронцовская, вл 1/3, стр 1, вл 5б, стр 1)	711.0	Субъект РФ - город Москва	Нет	эксплуатации зданий в медицинских целях
805	25477405	77:05:0005003:177	ш Старокаширское    (г. Москва, Старокаширское шоссе, вл. 2, корп. 11)	7198.0	Субъект РФ - город Москва	Нет	эксплуатации здания школы с прилегающей территорией
806	25476969	77:03:0003021:110	ул Черкизовская Б.    (г. Москва, ул. Большая Черкизовская, вл. 23)	8200.0	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для размещения объектов физической культуры и спорта (1.2.17)
807	25477863	77:05:0009003:135	ул Харьковская    (г Москва, ул Харьковская, вл 3Б)	2450.41	Субъект РФ - город Москва	Нет	СТРОИТЕЛЬСТВА ЗДАНИЯ ПОЛИКЛИНИКИ
808	25477678	77:05:0012003:106	ул Братеевская    (г Москва, ул Братеевская, вл 23, корпус 2)	9837.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩИХ ЗДАНИЯ И СООРУЖЕНИЙ ДЕТСКОГО САДА
809	25477710	77:05:0010003:193	ул Касимовская    (г Москва, ул Касимовская, вл 11)	9239.0	Субъект РФ - город Москва	Нет	эксплуатации здания, строений и сооружений детского сада с прилегающим земельным участком
810	25455859	77:08:0008011:35	ул Таллинская    (г Москва, ул Таллинская, вл 20, корпус 4)	19542.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
811	25451479	77:02:0010017:38	ул Коминтерна    (г Москва, ул Коминтерна, вл 4б)	11796.0	Субъект РФ - город Москва	Нет	эксплуатации здания школы
812	25451882	77:02:0020002:35	ул Яблочкова    (г Москва, ул Яблочкова, вл 35-г)	15862.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ здания школы
813	25452703	77:03:0006025:56	ул САЯНСКАЯ	16412.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ И ПРИЛЕГАЮЩЕГО УЧАСТКА
814	25452082	77:03:0001001:81	просек ПОПЕРЕЧНЫЙ    (г Москва, просек Поперечный, вл 1В)	8521.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
815	25477592	77:05:0007002:158	ул КРАСНОГО МАЯКА    (г Москва, ул Красного Маяка, вл 4, корп 5)	5053.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ПОМЕЩЕНИЙ ЦЕНТРА СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ "ЧЕРТАНОВО-ЦЕНТРАЛЬНОЕ"
816	25477827	77:05:0012001:120	б-р Ореховый    (г Москва, б-р Ореховый, вл 35, корпус 2, стр 1, 2)	4285.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ПОЛИКЛИНИКИ И АРХИВА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
817	25477824	77:05:0012001:103	проезд Ореховый    (г Москва, проезд Ореховый, вл 37, корпус 3)	9311.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
818	25477779	77:05:0008003:117	ул Чертановская    (г  Москва, Чертановская улица, вл 53 А)	9470.0	Субъект РФ - город Москва	Нет	эксплуатации здания детского сада с прилегающим земельным участком
819	25457019	77:10:0002005:81	пл Колумба    (г. Москва, Зеленоград, площадь Колумба, дом 1)	12000.0	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для размещения объектов образования (1.2.7)
820	25453910	77:05:0005002:49	ш Каширское    (г Москва, ш Каширское, вл 8, корпус 5)	4592.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
821	25453579	77:05:0004003:57	ш Варшавское    (г Москва, ш Варшавское, вл 59А, стр 3)	370.0	Субъект РФ - город Москва	Нет	эксплуатации существующего здания под отделение связи № 230
822	25346687	77:01:0001003:1024	пер Староваганьковский    (г. Москва, Староваганьковский пер., вл. 15, стр. 3)	1943.0	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для размещения административных и офисных зданий (1.2.7)
823	25318570	77:03:0003009:87	ул Охотничья    (г Москва, ул Охотничья, вл 8)	6105.0	Субъект РФ - город Москва	Нет	эксплуатации здания детского сада и благоустройства прилегающей территории
824	25342694	77:01:0004007:194	пер Тихвинский    (г Москва, пер Тихвинский, вл 3)	4726.0	Субъект РФ - город Москва	Нет	эксплуатации здания под учебно-воспитательные цели и благоустройство территории
